Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,77.849998,78.000000,75.760002,77.400002,77.400002,1037900
2016-01-05,78.180000,79.224998,77.349998,78.279999,78.279999,816200
2016-01-06,77.529999,78.175003,72.220001,73.529999,73.529999,1331900
2016-01-07,72.199997,72.459999,67.760002,68.750000,68.750000,1005600
2016-01-08,69.839996,70.860001,68.190002,68.870003,68.870003,751100
2016-01-11,69.489998,69.489998,66.374001,68.010002,68.010002,592400
2016-01-12,68.820000,69.669998,65.065002,66.480003,66.480003,585100
2016-01-13,66.940002,67.919998,63.810001,64.709999,64.709999,609700
2016-01-14,65.629997,66.330002,63.759998,65.389999,65.389999,643000
2016-01-15,64.029999,65.120003,62.200001,64.849998,64.849998,646400
2016-01-19,65.500000,65.610001,61.869999,62.599998,62.599998,798000
2016-01-20,61.630001,63.430000,59.450001,63.360001,63.360001,1019900
2016-01-21,63.150002,64.309998,62.035000,62.540001,62.540001,583400
2016-01-22,63.310001,65.339996,63.242001,64.330002,64.330002,495300
2016-01-25,64.330002,64.349998,59.830002,59.900002,59.900002,1105500
2016-01-26,60.040001,61.380001,58.540001,60.009998,60.009998,1028300
2016-01-27,61.500000,62.362999,60.740002,60.849998,60.849998,685100
2016-01-28,61.349998,61.630001,58.349998,59.450001,59.450001,795300
2016-01-29,59.959999,60.180000,59.099998,60.029999,60.029999,795900
2016-02-01,59.560001,59.560001,57.009998,59.259998,59.259998,993200
2016-02-02,59.000000,60.750000,53.520000,57.639999,57.639999,1668800
2016-02-03,58.779999,62.480000,58.500000,61.950001,61.950001,1429600
2016-02-04,61.869999,63.279999,61.590000,62.369999,62.369999,703300
2016-02-05,62.049999,62.049999,59.029999,59.220001,59.220001,698800
2016-02-08,58.279999,58.470001,52.669998,53.959999,53.959999,1307800
2016-02-09,53.549999,54.994999,52.505001,53.000000,53.000000,980900
2016-02-10,53.529999,55.180000,52.847000,53.570000,53.570000,719800
2016-02-11,53.130001,54.900002,52.770000,54.369999,54.369999,834500
2016-02-12,55.000000,56.700001,54.669998,56.240002,56.240002,469200
2016-02-16,57.099998,59.330002,57.099998,59.150002,59.150002,960900
2016-02-17,59.500000,61.119999,58.869999,59.860001,59.860001,769900
2016-02-18,60.139999,60.380001,57.730000,58.150002,58.150002,1667100
2016-02-19,61.990002,67.250000,61.570000,65.000000,65.000000,4317300
2016-02-22,66.000000,66.669998,65.050003,65.400002,65.400002,885300
2016-02-23,65.900002,67.059998,65.050003,65.959999,65.959999,701200
2016-02-24,66.349998,67.529999,65.070000,67.430000,67.430000,803700
2016-02-25,67.720001,68.870003,66.529999,67.660004,67.660004,603200
2016-02-26,67.500000,69.370003,67.230003,69.019997,69.019997,712700
2016-02-29,69.010002,69.989998,68.500000,68.540001,68.540001,629100
2016-03-01,68.769997,69.269997,66.750000,69.239998,69.239998,557800
2016-03-02,68.089996,68.190002,66.250000,66.699997,66.699997,934700
2016-03-03,66.239998,67.592003,65.154999,67.099998,67.099998,1004800
2016-03-04,67.139999,67.699997,64.230003,64.250000,64.250000,994800
2016-03-07,64.160004,65.629997,63.060001,64.400002,64.400002,2063500
2016-03-08,64.190002,64.459999,61.759998,61.880001,61.880001,844900
2016-03-09,62.529999,64.089996,61.939999,63.740002,63.740002,737600
2016-03-10,63.610001,65.099998,60.360001,61.110001,61.110001,1048700
2016-03-11,61.419998,63.029999,61.200001,62.810001,62.810001,665600
2016-03-14,61.820000,61.820000,55.650002,56.529999,56.529999,3251500
2016-03-15,56.529999,57.320000,56.020000,56.099998,56.099998,1183300
2016-03-16,55.520000,58.330002,55.000999,57.759998,57.759998,1193800
2016-03-17,57.540001,59.029999,56.250000,58.509998,58.509998,822900
2016-03-18,58.459999,59.480000,58.080002,58.369999,58.369999,864400
2016-03-21,58.750000,61.330002,58.270000,60.799999,60.799999,1370900
2016-03-22,60.090000,60.659000,59.410000,59.509998,59.509998,707000
2016-03-23,59.480000,60.689999,59.000000,59.470001,59.470001,716700
2016-03-24,58.730000,59.950001,58.419998,59.009998,59.009998,457200
2016-03-28,59.340000,59.889999,58.439999,59.080002,59.080002,578500
2016-03-29,59.189999,62.410000,57.889999,61.889999,61.889999,1074000
2016-03-30,62.689999,62.779999,61.150002,62.410000,62.410000,948000
2016-03-31,62.340000,63.974998,61.770000,63.099998,63.099998,607600
2016-04-01,62.369999,63.000000,60.599998,62.139999,62.139999,846700
2016-04-04,62.200001,63.790001,61.950001,63.369999,63.369999,594600
2016-04-05,63.070000,63.500000,61.790001,62.619999,62.619999,600500
2016-04-06,62.919998,65.000000,62.240002,64.940002,64.940002,722000
2016-04-07,64.680000,65.199997,63.200001,64.120003,64.120003,670400
2016-04-08,64.540001,66.190002,63.990002,65.010002,65.010002,554500
2016-04-11,64.959999,65.199997,63.520000,63.560001,63.560001,463600
2016-04-12,63.139999,63.594002,61.549999,61.869999,61.869999,651600
2016-04-13,62.580002,64.760002,61.890999,64.669998,64.669998,448300
2016-04-14,64.400002,64.959999,63.060001,64.489998,64.489998,283000
2016-04-15,63.869999,64.019997,62.650002,63.389999,63.389999,470000
2016-04-18,62.980000,64.760002,62.400002,63.880001,63.880001,474800
2016-04-19,63.139999,63.823002,62.200001,63.049999,63.049999,645700
2016-04-20,62.880001,64.245003,61.830002,63.950001,63.950001,341700
2016-04-21,64.080002,64.080002,62.119999,63.220001,63.220001,412500
2016-04-22,63.689999,65.720001,63.014999,65.650002,65.650002,469800
2016-04-25,64.940002,66.410004,64.559998,65.910004,65.910004,598200
2016-04-26,65.870003,66.709999,65.400002,66.000000,66.000000,483900
2016-04-27,65.459999,66.839996,63.869999,66.730003,66.730003,605000
2016-04-28,66.120003,66.720001,65.593002,65.760002,65.760002,454200
2016-04-29,65.790001,66.830002,65.050003,66.620003,66.620003,667500
2016-05-02,67.050003,67.239998,66.010002,67.070000,67.070000,668900
2016-05-03,66.650002,66.650002,64.175003,64.269997,64.269997,590700
2016-05-04,63.790001,64.089996,61.849998,62.549999,62.549999,828300
2016-05-05,63.020000,63.650002,62.139999,63.580002,63.580002,1150500
2016-05-06,65.419998,67.400002,62.009998,66.830002,66.830002,2363100
2016-05-09,66.809998,67.190002,64.889999,65.260002,65.260002,930400
2016-05-10,65.820000,68.644997,65.720001,67.529999,67.529999,1278200
2016-05-11,67.230003,68.220001,67.019997,67.309998,67.309998,670000
2016-05-12,67.470001,67.470001,65.230003,66.570000,66.570000,823000
2016-05-13,66.150002,68.000000,65.900002,67.459999,67.459999,824300
2016-05-16,67.360001,68.500000,67.260002,68.010002,68.010002,823900
2016-05-17,67.980003,68.260002,66.800003,66.900002,66.900002,401900
2016-05-18,66.419998,68.860001,66.010002,68.029999,68.029999,831400
2016-05-19,68.010002,69.139999,67.464996,68.199997,68.199997,720000
2016-05-20,68.349998,70.250000,68.237000,70.120003,70.120003,926100
2016-05-23,69.680000,72.425003,69.430000,71.589996,71.589996,834400
2016-05-24,71.599998,72.500000,71.029999,72.320000,72.320000,568600
2016-05-25,72.500000,72.820000,71.709999,71.959999,71.959999,617300
2016-05-26,71.669998,72.330002,71.269997,72.019997,72.019997,614100
2016-05-27,72.000000,72.879997,71.129997,72.860001,72.860001,768300
2016-05-31,73.000000,73.580002,72.599998,73.290001,73.290001,522300
2016-06-01,72.730003,74.180000,72.099998,74.080002,74.080002,492300
2016-06-02,74.099998,74.900002,73.675003,74.900002,74.900002,609300
2016-06-03,74.900002,75.339996,74.209999,75.080002,75.080002,831200
2016-06-06,75.000000,75.400002,74.300003,74.660004,74.660004,417400
2016-06-07,74.660004,74.989998,74.000000,74.580002,74.580002,688900
2016-06-08,74.349998,75.199997,73.529999,74.820000,74.820000,646100
2016-06-09,74.680000,75.320000,74.180000,75.120003,75.120003,484700
2016-06-10,74.589996,74.870003,72.849998,73.080002,73.080002,434800
2016-06-13,72.550003,72.900002,71.669998,72.209999,72.209999,677800
2016-06-14,72.000000,72.639999,71.695000,72.449997,72.449997,704800
2016-06-15,72.809998,73.459999,72.610001,73.080002,73.080002,666300
2016-06-16,72.690002,73.364998,71.889999,72.510002,72.510002,666300
2016-06-17,72.660004,73.199997,71.949997,72.059998,72.059998,580200
2016-06-20,73.150002,73.620003,72.324997,72.500000,72.500000,347200
2016-06-21,72.470001,72.730003,71.339996,72.620003,72.620003,454300
2016-06-22,72.480003,72.775002,69.709999,71.360001,71.360001,1155900
2016-06-23,72.000000,73.820000,71.580002,73.820000,73.820000,756200
2016-06-24,68.029999,71.000000,66.400002,66.650002,66.650002,2178300
2016-06-27,63.180000,63.500000,60.509998,60.930000,60.930000,2730000
2016-06-28,61.650002,62.419998,60.560001,62.000000,62.000000,609400
2016-06-29,62.840000,64.089996,62.099998,63.759998,63.759998,745800
2016-06-30,63.910000,64.419998,62.919998,64.379997,64.379997,505600
2016-07-01,64.559998,65.129997,63.040001,63.660000,63.660000,612600
2016-07-05,63.000000,63.590000,62.209999,63.450001,63.450001,591100
2016-07-06,63.180000,64.669998,62.770000,64.629997,64.629997,889100
2016-07-07,64.720001,66.199997,64.720001,66.000000,66.000000,587500
2016-07-08,66.489998,68.220001,66.059998,67.730003,67.730003,624700
2016-07-11,68.660004,71.540001,68.660004,69.800003,69.800003,1257200
2016-07-12,70.559998,70.849998,69.980003,70.089996,70.089996,871200
2016-07-13,70.220001,70.989998,69.529999,70.260002,70.260002,951900
2016-07-14,70.489998,70.769997,69.120003,70.000000,70.000000,606200
2016-07-15,70.349998,70.440002,69.379997,69.989998,69.989998,442800
2016-07-18,70.230003,71.550003,70.120003,71.379997,71.379997,778300
2016-07-19,71.199997,71.639999,70.599998,70.959999,70.959999,359500
2016-07-20,70.959999,71.449997,69.639999,71.290001,71.290001,1103100
2016-07-21,71.419998,71.910004,70.290001,70.370003,70.370003,389300
2016-07-22,70.459999,71.362999,70.320000,70.459999,70.459999,446000
2016-07-25,70.459999,71.540001,70.410004,71.169998,71.169998,512200
2016-07-26,71.180000,71.769997,70.800003,70.989998,70.989998,634400
2016-07-27,71.500000,71.500000,70.129997,70.699997,70.699997,486500
2016-07-28,70.730003,70.846001,68.839996,69.620003,69.620003,719100
2016-07-29,69.629997,71.419998,69.230003,71.269997,71.269997,533700
2016-08-01,71.139999,72.440002,71.044998,72.120003,72.120003,547700
2016-08-02,72.000000,72.000000,69.949997,70.190002,70.190002,728200
2016-08-03,70.370003,71.360001,70.209999,71.300003,71.300003,539500
2016-08-04,71.000000,72.309998,70.820000,71.989998,71.989998,805100
2016-08-05,68.750000,72.440002,68.750000,71.750000,71.750000,1875900
2016-08-08,72.180000,72.879997,71.839996,72.070000,72.070000,1047200
2016-08-09,72.379997,74.080002,72.180000,74.059998,74.059998,900800
2016-08-10,73.800003,74.160004,73.250000,74.000000,74.000000,474700
2016-08-11,74.000000,76.000000,73.824997,75.459999,75.459999,887900
2016-08-12,75.449997,75.889999,75.059998,75.779999,75.779999,571000
2016-08-15,75.540001,78.349998,75.269997,78.250000,78.250000,1294900
2016-08-16,77.989998,78.279999,76.830002,77.599998,77.599998,843700
2016-08-17,77.580002,77.839996,76.709999,77.339996,77.339996,652000
2016-08-18,77.800003,79.080002,77.800003,79.029999,79.029999,984400
2016-08-19,79.129997,79.699997,78.519997,79.120003,79.120003,776900
2016-08-22,78.690002,79.029999,77.169998,77.480003,77.480003,696400
2016-08-23,76.559998,78.279999,76.010002,78.040001,78.040001,920600
2016-08-24,78.389999,78.839996,77.349998,77.529999,77.529999,411800
2016-08-25,77.099998,78.879997,76.995003,78.790001,78.790001,527300
2016-08-26,78.500000,79.489998,77.820999,78.989998,78.989998,551900
2016-08-29,78.809998,79.879997,78.620003,79.769997,79.769997,695600
2016-08-30,79.360001,80.480003,78.919998,79.690002,79.690002,718300
2016-08-31,79.709999,79.820000,78.910004,79.680000,79.680000,489300
2016-09-01,79.930000,80.389999,79.290001,79.669998,79.669998,672800
2016-09-02,80.080002,81.089996,79.300003,80.949997,80.949997,720600
2016-09-06,80.940002,81.690002,80.139999,81.190002,81.190002,488000
2016-09-07,80.879997,81.839996,80.716003,81.349998,81.349998,431000
2016-09-08,81.250000,81.750000,80.980003,81.349998,81.349998,339600
2016-09-09,80.900002,81.790001,79.739998,79.760002,79.760002,537800
2016-09-12,79.160004,81.260002,78.160004,80.900002,80.900002,528600
2016-09-13,80.500000,81.239998,80.129997,80.730003,80.730003,597900
2016-09-14,80.739998,84.269997,80.730003,83.129997,83.129997,1804200
2016-09-15,82.529999,84.690002,82.190002,84.430000,84.430000,679400
2016-09-16,84.070000,85.099998,83.699997,85.029999,85.029999,1174000
2016-09-19,83.480003,83.980003,81.300003,82.029999,82.029999,1026500
2016-09-20,82.300003,83.290001,81.610001,81.820000,81.820000,634400
2016-09-21,82.260002,83.860001,82.260002,83.769997,83.769997,434800
2016-09-22,84.400002,85.589996,84.274002,85.330002,85.330002,710900
2016-09-23,84.900002,85.940002,84.239998,85.720001,85.720001,705100
2016-09-26,84.970001,85.360001,84.380997,85.089996,85.089996,329800
2016-09-27,84.639999,86.320000,84.639999,86.320000,86.320000,472600
2016-09-28,85.879997,86.349998,85.139999,85.760002,85.760002,792000
2016-09-29,85.790001,86.260002,84.404999,85.220001,85.220001,540900
2016-09-30,85.639999,85.860001,84.370003,85.080002,85.080002,711000
2016-10-03,84.910004,85.519997,84.580002,85.050003,85.050003,621900
2016-10-04,85.589996,85.785004,84.760002,85.250000,85.250000,406000
2016-10-05,85.809998,85.989998,84.879997,84.970001,84.970001,524200
2016-10-06,85.110001,85.500000,84.559998,85.470001,85.470001,340400
2016-10-07,85.690002,85.750000,84.820999,85.139999,85.139999,340500
2016-10-10,85.699997,87.620003,84.989998,86.529999,86.529999,1057900
2016-10-11,86.500000,86.500000,82.410004,83.010002,83.010002,639400
2016-10-12,82.800003,82.989998,81.739998,82.089996,82.089996,366200
2016-10-13,80.550003,81.089996,78.820000,80.760002,80.760002,693700
2016-10-14,82.000000,82.690002,79.750000,80.449997,80.449997,495900
2016-10-17,80.489998,81.120003,79.720001,80.720001,80.720001,446300
2016-10-18,81.669998,81.820000,80.820000,80.860001,80.860001,235800
2016-10-19,80.760002,82.120003,80.169998,81.900002,81.900002,355800
2016-10-20,81.919998,82.120003,81.300003,81.860001,81.860001,235200
2016-10-21,81.650002,83.830002,80.879997,83.580002,83.580002,366400
2016-10-24,84.480003,84.650002,83.900002,84.029999,84.029999,258400
2016-10-25,84.620003,85.120003,84.209999,84.320000,84.320000,298500
2016-10-26,84.000000,84.894997,83.860001,84.220001,84.220001,338300
2016-10-27,84.470001,84.699997,83.559998,84.610001,84.610001,532700
2016-10-28,84.459999,86.300003,83.779999,85.099998,85.099998,930700
2016-10-31,85.099998,85.800003,84.599998,84.750000,84.750000,685200
2016-11-01,84.370003,85.480003,83.120003,84.169998,84.169998,745900
2016-11-02,84.320000,84.839996,82.540001,82.910004,82.910004,568700
2016-11-03,83.400002,83.919998,81.500000,82.080002,82.080002,1033100
2016-11-04,80.900002,84.230003,79.050003,83.309998,83.309998,1839400
2016-11-07,84.620003,85.900002,83.949997,85.839996,85.839996,1274800
2016-11-08,86.000000,86.580002,84.370003,86.070000,86.070000,843800
2016-11-09,83.830002,85.730003,82.500000,85.400002,85.400002,837000
2016-11-10,86.239998,87.184998,84.690002,85.910004,85.910004,1079000
2016-11-11,85.830002,86.580002,84.730003,86.150002,86.150002,728300
2016-11-14,86.769997,88.260002,86.580002,87.830002,87.830002,1197100
2016-11-15,87.790001,88.879997,86.000000,87.790001,87.790001,1009100
2016-11-16,87.769997,88.510002,86.639999,88.070000,88.070000,461500
2016-11-17,88.010002,88.525002,87.739998,88.040001,88.040001,275600
2016-11-18,88.529999,89.360001,87.820000,87.980003,87.980003,537000
2016-11-21,89.260002,94.760002,89.260002,94.480003,94.480003,2402200
2016-11-22,94.480003,94.940002,94.070000,94.779999,94.779999,854900
2016-11-23,94.750000,95.470001,94.500000,95.190002,95.190002,488800
2016-11-25,94.750000,95.000000,93.589996,94.660004,94.660004,365300
2016-11-28,95.059998,96.059998,94.110001,95.970001,95.970001,620100
2016-11-29,96.000000,96.839996,95.290001,95.529999,95.529999,594000
2016-11-30,96.080002,96.680000,94.540001,94.809998,94.809998,666500
2016-12-01,94.739998,96.250000,92.100998,93.300003,93.300003,783700
2016-12-02,92.809998,94.930000,92.059998,93.169998,93.169998,846100
2016-12-05,92.570000,93.669998,91.930000,92.750000,92.750000,768400
2016-12-06,93.050003,94.730003,92.330002,93.860001,93.860001,681900
2016-12-07,94.610001,98.220001,93.559998,97.870003,97.870003,1278500
2016-12-08,98.510002,98.790001,95.400002,95.760002,95.760002,664100
2016-12-09,96.000000,96.620003,93.970001,94.410004,94.410004,512600
2016-12-12,93.519997,94.000000,91.040001,93.139999,93.139999,908500
2016-12-13,93.239998,95.620003,93.239998,95.029999,95.029999,611800
2016-12-14,94.940002,98.900002,93.790001,97.879997,97.879997,1430200
2016-12-15,98.059998,98.334999,96.183998,96.790001,96.790001,988900
2016-12-16,96.769997,98.809998,96.370003,96.680000,96.680000,888700
2016-12-19,97.339996,98.779999,97.339996,97.940002,97.940002,926900
2016-12-20,97.830002,98.768997,97.750000,98.000000,98.000000,554600
2016-12-21,98.059998,98.699997,97.860001,97.949997,97.949997,326300
2016-12-22,97.949997,98.550003,96.510002,96.860001,96.860001,479600
2016-12-23,96.839996,97.400002,96.559998,96.930000,96.930000,138700
2016-12-27,97.199997,98.741997,97.199997,97.820000,97.820000,448100
2016-12-28,98.050003,98.489998,96.570000,97.250000,97.250000,434900
2016-12-29,97.239998,97.870003,96.220001,96.730003,96.730003,240000
2016-12-30,97.180000,97.529999,96.459999,96.769997,96.769997,250200
2017-01-03,97.540001,98.290001,96.675003,97.059998,97.059998,548200
2017-01-04,97.489998,102.279999,97.449997,101.730003,101.730003,2121600
2017-01-05,101.989998,103.000000,101.230003,101.940002,101.940002,976500
2017-01-06,102.110001,102.610001,100.669998,101.279999,101.279999,473800
2017-01-09,100.870003,100.934998,98.620003,99.519997,99.519997,752700
2017-01-10,99.940002,101.300003,99.559998,100.419998,100.419998,420600
2017-01-11,100.930000,100.930000,98.120003,99.470001,99.470001,484700
2017-01-12,99.989998,99.989998,96.440002,99.000000,99.000000,590400
2017-01-13,99.430000,101.040001,99.430000,100.269997,100.269997,367800
2017-01-17,94.000000,94.339996,87.330002,88.230003,88.230003,4583300
2017-01-18,87.900002,91.000000,87.669998,88.709999,88.709999,1240900
2017-01-19,89.379997,89.919998,88.669998,89.720001,89.720001,632300
2017-01-20,90.620003,90.900002,89.410004,89.800003,89.800003,732100
2017-01-23,89.809998,89.879997,87.541000,89.669998,89.669998,743500
2017-01-24,90.199997,92.599998,90.150002,92.470001,92.470001,694900
2017-01-25,93.919998,94.750000,92.070000,93.080002,93.080002,497200
2017-01-26,93.059998,93.589996,91.639999,92.910004,92.910004,319200
2017-01-27,92.580002,93.940002,92.349998,93.779999,93.779999,349600
2017-01-30,93.620003,94.059998,92.425003,93.669998,93.669998,367500
2017-01-31,93.839996,94.199997,92.779999,94.000000,94.000000,407100
2017-02-01,94.169998,94.800003,92.879997,94.279999,94.279999,455300
2017-02-02,94.279999,95.639999,93.650002,94.879997,94.879997,588900
2017-02-03,95.029999,95.805000,93.690002,95.519997,95.519997,441500
2017-02-06,95.260002,96.120003,94.930000,95.510002,95.510002,358600
2017-02-07,95.610001,96.489998,95.010002,95.989998,95.989998,279700
2017-02-08,95.989998,98.389999,95.190002,97.459999,97.459999,519500
2017-02-09,97.459999,98.980003,97.449997,97.809998,97.809998,461100
2017-02-10,98.250000,99.199997,97.269997,98.779999,98.779999,407300
2017-02-13,98.779999,100.449997,98.620003,99.900002,99.900002,843500
2017-02-14,99.889999,100.800003,99.349998,100.720001,100.720001,526300
2017-02-15,100.089996,101.320000,99.589996,100.669998,100.669998,715500
2017-02-16,100.669998,102.190002,99.514999,100.169998,100.169998,1763300
2017-02-17,111.000000,119.449997,110.309998,119.059998,119.059998,5910400
2017-02-21,118.949997,123.120003,118.559998,122.620003,122.620003,1664600
2017-02-22,121.300003,122.980003,120.750000,121.800003,121.800003,859500
2017-02-23,122.000000,122.489998,117.650002,117.849998,117.849998,1142000
2017-02-24,117.000000,120.650002,115.855003,120.589996,120.589996,898300
2017-02-27,121.470001,121.680000,119.879997,120.389999,120.389999,621400
2017-02-28,119.959999,120.949997,118.750000,118.989998,118.989998,649100
2017-03-01,120.000000,121.110001,118.779999,120.639999,120.639999,777900
2017-03-02,120.510002,121.750000,119.339996,119.489998,119.489998,470000
2017-03-03,119.510002,120.260002,118.599998,119.970001,119.970001,501200
2017-03-06,118.970001,120.730003,117.950996,119.430000,119.430000,734200
2017-03-07,119.790001,122.599998,118.705002,121.080002,121.080002,931400
2017-03-08,121.510002,125.000000,120.489998,123.529999,123.529999,1433300
2017-03-09,123.220001,124.500000,121.790001,123.089996,123.089996,552200
2017-03-10,124.480003,124.489998,123.360001,124.169998,124.169998,581900
2017-03-13,125.000000,127.639999,124.809998,127.470001,127.470001,1122000
2017-03-14,127.529999,127.836998,126.010002,127.000000,127.000000,729400
2017-03-15,128.000000,128.490005,126.269997,128.279999,128.279999,1130100
2017-03-16,128.839996,128.929993,126.989998,127.139999,127.139999,895900
2017-03-17,127.519997,128.559998,126.797997,128.100006,128.100006,1025500
2017-03-20,129.690002,131.429993,129.460007,130.330002,130.330002,715200
2017-03-21,131.279999,131.320007,127.629997,127.970001,127.970001,1108800
2017-03-22,128.449997,130.750000,128.257996,130.539993,130.539993,882200
2017-03-23,130.380005,131.119995,129.399994,130.080002,130.080002,560900
2017-03-24,131.059998,131.979996,130.031006,131.770004,131.770004,633500
2017-03-27,131.350006,132.550003,130.149994,132.179993,132.179993,546600
2017-03-28,132.259995,134.179993,132.100006,133.970001,133.970001,767000
2017-03-29,134.039993,134.649994,132.270004,133.300003,133.300003,517400
2017-03-30,133.710007,134.250000,132.660004,132.809998,132.809998,408000
2017-03-31,132.990005,133.149994,131.649994,132.270004,132.270004,737700
2017-04-03,131.729996,132.460007,128.660004,131.699997,131.699997,1039200
2017-04-04,130.750000,133.710007,130.199997,133.199997,133.199997,1021300
2017-04-05,133.899994,134.509995,133.259995,134.000000,134.000000,1571000
2017-04-06,133.529999,135.270004,132.544998,134.399994,134.399994,917200
2017-04-07,132.869995,133.699997,132.229996,132.449997,132.449997,611200
2017-04-10,132.449997,134.100006,132.050003,133.270004,133.270004,419600
2017-04-11,132.979996,134.250000,131.470001,133.330002,133.330002,497300
2017-04-12,133.750000,133.750000,130.089996,131.470001,131.470001,726600
2017-04-13,131.850006,133.612000,131.160004,131.360001,131.360001,326600
2017-04-17,131.410004,133.199997,131.119995,132.750000,132.750000,480700
2017-04-18,132.750000,133.649994,132.080002,132.960007,132.960007,322400
2017-04-19,133.419998,134.800003,133.110001,133.830002,133.830002,450500
2017-04-20,135.149994,137.089996,134.039993,136.470001,136.470001,722200
2017-04-21,136.470001,136.750000,135.020004,136.660004,136.660004,421600
2017-04-24,138.100006,139.389999,136.910004,139.000000,139.000000,669900
2017-04-25,139.199997,140.320007,138.660004,139.419998,139.419998,594900
2017-04-26,139.600006,139.979996,137.869995,139.360001,139.360001,704100
2017-04-27,137.000000,139.839996,137.000000,139.649994,139.649994,630000
2017-04-28,139.210007,139.960007,138.360001,139.639999,139.639999,924000
2017-05-01,139.509995,141.917999,138.610992,141.100006,141.100006,705700
2017-05-02,141.539993,141.910004,138.949997,141.190002,141.190002,949500
2017-05-03,140.990005,141.850006,139.710007,140.679993,140.679993,678900
2017-05-04,141.750000,142.899994,138.380005,140.199997,140.199997,1610500
2017-05-05,138.949997,144.940002,135.210007,144.720001,144.720001,2258000
2017-05-08,145.000000,147.550003,141.320007,142.750000,142.750000,890300
2017-05-09,143.509995,145.580002,142.619995,144.929993,144.929993,692700
2017-05-10,145.660004,146.029999,143.779999,145.429993,145.429993,713200
2017-05-11,145.009995,146.449997,144.259995,146.020004,146.020004,563600
2017-05-12,145.679993,147.149994,144.764999,146.820007,146.820007,476900
2017-05-15,147.389999,148.128998,146.509995,147.419998,147.419998,582100
2017-05-16,148.119995,148.600006,146.100006,147.449997,147.449997,1180900
2017-05-17,145.990005,146.869995,142.229996,142.360001,142.360001,907200
2017-05-18,140.929993,143.850006,138.800003,143.479996,143.479996,803900
2017-05-19,144.820007,145.399994,143.639999,144.070007,144.070007,621900
2017-05-22,143.419998,144.300003,142.246002,143.149994,143.149994,708100
2017-05-23,142.679993,144.029999,141.050003,143.199997,143.199997,814400
2017-05-24,143.589996,144.330002,143.210007,144.279999,144.279999,397900
2017-05-25,145.000000,148.229996,144.860001,148.059998,148.059998,992100
2017-05-26,148.059998,148.399994,145.070007,146.449997,146.449997,619100
2017-05-30,146.449997,147.460007,145.500000,147.220001,147.220001,653300
2017-05-31,147.800003,148.039993,145.330002,147.380005,147.380005,2609300
2017-06-01,147.509995,148.949997,144.309998,148.520004,148.520004,1573800
2017-06-02,148.630005,152.539993,148.130005,152.259995,152.259995,1281200
2017-06-05,152.259995,154.889999,152.259995,154.330002,154.330002,928500
2017-06-06,153.559998,157.268005,153.259995,155.350006,155.350006,648400
2017-06-07,156.240005,156.770004,154.850006,156.050003,156.050003,624900
2017-06-08,155.539993,157.320007,154.725006,157.270004,157.270004,585400
2017-06-09,157.559998,158.567993,147.009995,149.460007,149.460007,1015700
2017-06-12,147.479996,149.759995,143.000000,149.759995,149.759995,1153700
2017-06-13,150.949997,153.369995,149.389999,151.779999,151.779999,630400
2017-06-14,151.850006,153.380005,148.925003,151.050003,151.050003,550600
2017-06-15,149.369995,151.330002,147.904999,151.229996,151.229996,539500
2017-06-16,152.369995,153.149994,151.050003,151.580002,151.580002,1558100
2017-06-19,153.449997,157.660004,153.449997,156.660004,156.660004,819100
2017-06-20,156.070007,157.899994,154.800003,155.029999,155.029999,585900
2017-06-21,155.360001,158.839996,155.244995,158.160004,158.160004,834100
2017-06-22,158.000000,159.479996,156.000000,158.779999,158.779999,540300
2017-06-23,159.080002,162.970001,158.899994,161.619995,161.619995,1527600
2017-06-26,161.740005,162.279999,156.000000,157.779999,157.779999,913700
2017-06-27,157.380005,158.580994,152.520004,152.820007,152.820007,755900
2017-06-28,153.970001,155.820007,151.770996,155.270004,155.270004,738700
2017-06-29,154.779999,155.179993,147.710007,149.949997,149.949997,730700
2017-06-30,150.429993,151.210007,148.770004,149.789993,149.789993,547100
2017-07-03,151.059998,151.100006,146.350006,146.889999,146.889999,357800
2017-07-05,147.100006,149.520004,147.100006,148.619995,148.619995,920500
2017-07-06,146.500000,147.679993,144.190002,145.429993,145.429993,634600
2017-07-07,146.050003,149.160004,146.050003,148.770004,148.770004,722600
2017-07-10,148.860001,150.779999,147.919998,149.350006,149.350006,672800
2017-07-11,149.570007,153.259003,149.570007,153.160004,153.160004,550400
2017-07-12,155.000000,156.059998,154.270004,155.380005,155.380005,612700
2017-07-13,155.869995,156.639999,153.649994,154.770004,154.770004,375300
2017-07-14,155.020004,155.690002,154.119995,155.110001,155.110001,301000
2017-07-17,155.309998,155.679993,152.800003,155.220001,155.220001,372300
2017-07-18,154.850006,156.126007,154.009995,155.990005,155.990005,419400
2017-07-19,156.800003,159.000000,156.729996,157.630005,157.630005,441500
2017-07-20,158.309998,158.610001,155.270004,156.800003,156.800003,374400
2017-07-21,151.000000,154.000000,149.000000,152.919998,152.919998,1181300
2017-07-24,152.500000,156.179993,152.020004,155.220001,155.220001,518600
2017-07-25,155.059998,158.070007,153.789993,158.000000,158.000000,405100
2017-07-26,158.350006,159.000000,157.000000,157.199997,157.199997,575600
2017-07-27,158.089996,158.789993,150.059998,152.039993,152.039993,745000
2017-07-28,151.050003,153.570007,149.410004,150.399994,150.399994,991900
2017-07-31,151.199997,151.764008,148.490005,149.289993,149.289993,1009900
